Jaar,Woonregio,Werkregio,Banen van werknemers
2017,Hoorn,Hilversum,100
2017,Hoorn,Hollands Kroon,300
2017,Hoorn,Hoorn,12300
2017,Hoorn,Huizen,100
2017,Hoorn,Koggenland,800
2017,Hoorn,Lelystad,100
2017,Hoorn,Medemblik,1900
2017,Hoorn,Nieuwegein,100
2017,Hoorn,Opmeer,300
2017,Hoorn,Ouder-Amstel,100
2017,Hoorn,Purmerend,1600
2017,Hoorn,Rotterdam,100
2017,Hoorn,Schagen,200
2017,Hoorn,Stede Broec,300
2017,Hoorn,Tiel,100
2017,Hoorn,Utrecht (gem),200
2017,Hoorn,Velsen,200
2017,Hoorn,Waterland,100
2017,Hoorn,Zaanstad,1400
2017,Koggenland,Alkmaar,1200
2017,Koggenland,Amsterdam,1000
2017,Koggenland,Bergen (NH.),100
2017,Koggenland,Beverwijk,100
2017,Koggenland,Castricum,100
2017,Koggenland,Den Helder,100
2017,Koggenland,Dijk en Waard,1100
2017,Koggenland,Drechterland,100
2017,Koggenland,Edam-Volendam,100
2017,Koggenland,Enkhuizen,100
2017,Koggenland,Haarlem,100
2017,Koggenland,Haarlemmermeer,200
2017,Koggenland,Hollands Kroon,100
2017,Koggenland,Hoorn,1600
2017,Koggenland,Koggenland,2600
2017,Koggenland,Medemblik,400
2017,Koggenland,Opmeer,400
2017,Koggenland,Purmerend,600
2017,Koggenland,Schagen,200
2017,Koggenland,Velsen,200
2017,Koggenland,Zaanstad,300
2017,Medemblik,'s-Gravenhage,100
2017,Medemblik,Aalsmeer,100
2017,Medemblik,Alkmaar,1000
2017,Medemblik,Amsterdam,1700
2017,Medemblik,Bergen (NH.),100
2017,Medemblik,Beverwijk,100
2017,Medemblik,Den Helder,400
2017,Medemblik,Dijk en Waard,500
2017,Medemblik,Drechterland,500
2017,Medemblik,Edam-Volendam,200
2017,Medemblik,Enkhuizen,700
2017,Medemblik,Haarlem,100
2017,Medemblik,Haarlemmermeer,300
2017,Medemblik,Hollands Kroon,800
2017,Medemblik,Hoorn,3600
2017,Medemblik,Koggenland,500
2017,Medemblik,Medemblik,6600
2017,Medemblik,Opmeer,500
2017,Medemblik,Purmerend,400
2017,Medemblik,Schagen,200
2017,Medemblik,Stede Broec,400
2017,Medemblik,Utrecht (gem),100
2017,Medemblik,Velsen,200
2017,Medemblik,Westland,200
2017,Medemblik,Zaanstad,300
2017,Opmeer,Alkmaar,500
2017,Opmeer,Amsterdam,400
2017,Opmeer,Den Helder,100
2017,Opmeer,Dijk en Waard,500
2017,Opmeer,Haarlemmermeer,100
2017,Opmeer,Hollands Kroon,200
2017,Opmeer,Hoorn,700
2017,Opmeer,Koggenland,500
2017,Opmeer,Medemblik,600
2017,Opmeer,Opmeer,1300
2017,Opmeer,Purmerend,100
2017,Opmeer,Schagen,100
2017,Opmeer,Velsen,100
2017,Opmeer,Zaanstad,100
2017,Schagen,'s-Gravenhage,100
2017,Schagen,Alkmaar,2600
2017,Schagen,Amsterdam,1300
2017,Schagen,Bergen (NH.),800
2017,Schagen,Beverwijk,100
2017,Schagen,Castricum,200
2017,Schagen,Den Helder,1100
2017,Schagen,Dijk en Waard,1799
2017,Schagen,Edam-Volendam,100
2017,Schagen,Enkhuizen,100
2017,Schagen,Haarlem,200
2017,Schagen,Haarlemmermeer,400
2017,Schagen,Heemskerk,100
2017,Schagen,Heiloo,100
2017,Schagen,Hollands Kroon,900
2017,Schagen,Hoorn,400
2017,Schagen,Koggenland,100
2017,Schagen,Medemblik,100
2017,Schagen,Opmeer,100
2017,Schagen,Purmerend,200
2017,Schagen,Rotterdam,100
2017,Schagen,Schagen,7900
2017,Schagen,Utrecht (gem),100
2017,Schagen,Velsen,500
2017,Schagen,Zaanstad,400
2017,Schagen,Zandvoort,100
2017,Stede Broec,Alkmaar,400
2017,Stede Broec,Amsterdam,800
2017,Stede Broec,Den Helder,100
2017,Stede Broec,Dijk en Waard,100
2017,Stede Broec,Drechterland,600
2017,Stede Broec,Edam-Volendam,100
2017,Stede Broec,Enkhuizen,1200
2017,Stede Broec,Haarlem,100
2017,Stede Broec,Haarlemmermeer,200
2017,Stede Broec,Hollands Kroon,100
2017,Stede Broec,Hoorn,1400
2017,Stede Broec,Koggenland,100
2017,Stede Broec,Lelystad,100
2017,Stede Broec,Medemblik,1300
2017,Stede Broec,Opmeer,100
2017,Stede Broec,Purmerend,200
2017,Stede Broec,Stede Broec,2200
2017,Stede Broec,Velsen,100
2017,Stede Broec,Zaanstad,100
2017,Texel,Alkmaar,100
2017,Texel,Amsterdam,100
2017,Texel,Den Helder,300
2017,Texel,Schagen,100
2017,Texel,Texel,4600
2017,Uitgeest,Alkmaar,400
2017,Uitgeest,Amstelveen,100
2017,Uitgeest,Amsterdam,1200
2017,Uitgeest,Beverwijk,500
2017,Uitgeest,Castricum,500
2017,Uitgeest,Den Helder,100
2017,Uitgeest,Dijk en Waard,100
2017,Uitgeest,Haarlem,400
2017,Uitgeest,Haarlemmermeer,300
2017,Uitgeest,Heemskerk,500
2017,Uitgeest,Heemstede,100
2017,Uitgeest,Heiloo,100
2017,Uitgeest,Purmerend,100
2017,Uitgeest,Rotterdam,100
2017,Uitgeest,Uitgeest,800
2017,Uitgeest,Utrecht (gem),100
2017,Uitgeest,Velsen,600
2017,Uitgeest,Zaanstad,500
2018,Alkmaar,'s-Gravenhage,200
2018,Alkmaar,Aalsmeer,100
2018,Alkmaar,Alkmaar,20000
2018,Alkmaar,Almere,100
2018,Alkmaar,Amersfoort,100
2018,Alkmaar,Amstelveen,300
2018,Alkmaar,Amsterdam,6700
2018,Alkmaar,Bergen (NH.),1200
2018,Alkmaar,Beverwijk,700
2018,Alkmaar,Bloemendaal,100
2018,Alkmaar,Castricum,600
2018,Alkmaar,Den Helder,800
2018,Alkmaar,Diemen,200
2018,Alkmaar,Dijk en Waard,4500
2018,Alkmaar,Edam-Volendam,200
2018,Alkmaar,Enkhuizen,100
2018,Alkmaar,Haarlem,1400
2018,Alkmaar,Haarlemmermeer,2000
2018,Alkmaar,Heemskerk,300
2018,Alkmaar,Heemstede,100
2018,Alkmaar,Heiloo,900
2018,Alkmaar,Helmond,100
2018,Alkmaar,Hilversum,100
2018,Alkmaar,Hollands Kroon,200
2018,Alkmaar,Hoorn,1100
2018,Alkmaar,Koggenland,300
2018,Alkmaar,Leiden,100
2018,Alkmaar,Medemblik,200
2018,Alkmaar,Nieuwegein,100
2018,Alkmaar,Oostzaan,100
2018,Alkmaar,Opmeer,100
2018,Alkmaar,Ouder-Amstel,100
2018,Alkmaar,Purmerend,1400
2018,Alkmaar,Rotterdam,200
2018,Alkmaar,Schagen,1000
2018,Alkmaar,Tilburg,100
2018,Alkmaar,Uitgeest,200
2018,Alkmaar,Utrecht (gem),300
2018,Alkmaar,Velsen,1800
2018,Alkmaar,Waterland,100
2018,Alkmaar,Wormerland,100
2018,Alkmaar,Zaanstad,2000
2018,Bergen (NH.),'s-Gravenhage,100
2018,Bergen (NH.),Alkmaar,2300
2018,Bergen (NH.),Amstelveen,100
2018,Bergen (NH.),Amsterdam,1300
2018,Bergen (NH.),Bergen (NH.),3200
2018,Bergen (NH.),Beverwijk,200
2018,Bergen (NH.),Castricum,400
2018,Bergen (NH.),Den Helder,100
2018,Bergen (NH.),Dijk en Waard,700
2018,Bergen (NH.),Haarlem,200
2018,Bergen (NH.),Haarlemmermeer,400
2018,Bergen (NH.),Heemskerk,100
2018,Bergen (NH.),Heiloo,400
2018,Bergen (NH.),Hoorn,100
2018,Bergen (NH.),Purmerend,100
2018,Bergen (NH.),Rotterdam,100
2018,Bergen (NH.),Schagen,400
2018,Bergen (NH.),Uitgeest,100
2018,Bergen (NH.),Velsen,400
2018,Bergen (NH.),Zaanstad,300
2018,Castricum,'s-Gravenhage,100
2018,Castricum,Aalsmeer,100
2018,Castricum,Alkmaar,1800
2018,Castricum,Almere,100
2018,Castricum,Amstelveen,100
2018,Castricum,Amsterdam,2700
2018,Castricum,Bergen (NH.),300
2018,Castricum,Beverwijk,700
2018,Castricum,Castricum,3900
2018,Castricum,Den Helder,200
2018,Castricum,Diemen,100
2018,Castricum,Dijk en Waard,400
2018,Castricum,Haarlem,500
2018,Castricum,Haarlemmermeer,799
2018,Castricum,Heemskerk,700
2018,Castricum,Heiloo,800
2018,Castricum,Hoorn,100
2018,Castricum,Leiden,100
2018,Castricum,Purmerend,100
2018,Castricum,Rotterdam,100
2018,Castricum,Schagen,100
2018,Castricum,Tilburg,100
2018,Castricum,Uitgeest,300
2018,Castricum,Utrecht (gem),100
2018,Castricum,Velsen,900
2018,Castricum,Zaanstad,800
2018,Den Helder,'s-Gravenhage,100
2018,Den Helder,Alkmaar,1300
2018,Den Helder,Amstelveen,100
2018,Den Helder,Amsterdam,800
2018,Den Helder,Bergen (NH.),100
2018,Den Helder,Beverwijk,200
2018,Den Helder,Castricum,100
2018,Den Helder,Den Helder,15600
2018,Den Helder,Dijk en Waard,700
2018,Den Helder,Enkhuizen,200
2018,Den Helder,Haarlem,200
2018,Den Helder,Haarlemmermeer,300
2018,Den Helder,Heemskerk,100
2018,Den Helder,Heiloo,100
2018,Den Helder,Hollands Kroon,800
2018,Den Helder,Hoorn,200
2018,Den Helder,Medemblik,200
2018,Den Helder,Opmeer,100
2018,Den Helder,Purmerend,100
2018,Den Helder,Rotterdam,200
2018,Den Helder,Schagen,1600
2018,Den Helder,Texel,600
2018,Den Helder,Tilburg,100
2018,Den Helder,Utrecht (gem),100
2018,Den Helder,Velsen,400
2018,Den Helder,Zaanstad,300
2018,Drechterland,Alkmaar,300
2018,Drechterland,Amsterdam,700
2018,Drechterland,Den Helder,100
2018,Drechterland,Dijk en Waard,200
2018,Drechterland,Drechterland,1700
2018,Drechterland,Edam-Volendam,100
2018,Drechterland,Enkhuizen,600
2018,Drechterland,Haarlem,100
2018,Drechterland,Haarlemmermeer,200
2018,Drechterland,Hollands Kroon,100
2018,Drechterland,Hoorn,1800
2018,Drechterland,Koggenland,100
2018,Drechterland,Medemblik,1500
2018,Drechterland,Opmeer,100
2018,Drechterland,Purmerend,300
2018,Drechterland,Schagen,100
2018,Drechterland,Stede Broec,600
2018,Drechterland,Velsen,100
2018,Drechterland,Zaanstad,100
2018,Enkhuizen,Alkmaar,200
2018,Enkhuizen,Amsterdam,500
2018,Enkhuizen,Den Helder,100
2018,Enkhuizen,Dijk en Waard,100
2018,Enkhuizen,Drechterland,200
2018,Enkhuizen,Ede,100
2018,Enkhuizen,Enkhuizen,2700
2018,Enkhuizen,Haarlem,100
2018,Enkhuizen,Haarlemmermeer,100
2018,Enkhuizen,Hilversum,100
2018,Enkhuizen,Hollands Kroon,100
2018,Enkhuizen,Hoorn,1100
2018,Enkhuizen,Koggenland,100
2018,Enkhuizen,Lelystad,100
2018,Enkhuizen,Medemblik,900
2018,Enkhuizen,Purmerend,100
2018,Enkhuizen,Stede Broec,700
2018,Enkhuizen,Waterland,100
2018,Enkhuizen,Zaanstad,100
2018,Heiloo,'s-Gravenhage,100
2018,Heiloo,Alkmaar,2300
2018,Heiloo,Amstelveen,100
2018,Heiloo,Amsterdam,1500
2018,Heiloo,Bergen (NH.),400
2018,Heiloo,Beverwijk,200
2018,Heiloo,Castricum,400
2018,Heiloo,Den Helder,100
2018,Heiloo,Dijk en Waard,500
2018,Heiloo,Haarlem,300
2018,Heiloo,Haarlemmermeer,500
2018,Heiloo,Heemskerk,100
2018,Heiloo,Heiloo,1800
2018,Heiloo,Hoorn,100
2018,Heiloo,Purmerend,100
2018,Heiloo,Rotterdam,100
2018,Heiloo,Schagen,100
2018,Heiloo,Utrecht (gem),100
2018,Heiloo,Velsen,300
2018,Heiloo,Zaanstad,300
2018,Hollands Kroon,'s-Gravenhage,100
2018,Hollands Kroon,Alkmaar,1700
2018,Hollands Kroon,Amsterdam,900
2018,Hollands Kroon,Bergen (NH.),300
2018,Hollands Kroon,Beverwijk,200
2018,Hollands Kroon,Castricum,100
2018,Hollands Kroon,Den Helder,2500
2018,Hollands Kroon,Dijk en Waard,1500
2018,Hollands Kroon,Drechterland,100
2018,Hollands Kroon,Edam-Volendam,100
2018,Hollands Kroon,Enkhuizen,100
2018,Hollands Kroon,Haarlem,100
2018,Hollands Kroon,Haarlemmermeer,200
2018,Hollands Kroon,Heiloo,100
2018,Hollands Kroon,Hilversum,100
2018,Hollands Kroon,Hollands Kroon,7300
2018,Hollands Kroon,Hoorn,800
2018,Hollands Kroon,Koggenland,200
2018,Hollands Kroon,Medemblik,800
2018,Hollands Kroon,Opmeer,200
2018,Hollands Kroon,Purmerend,200
2018,Hollands Kroon,Rotterdam,100
2018,Hollands Kroon,Schagen,2300
2018,Hollands Kroon,Stede Broec,100
2018,Hollands Kroon,Texel,200
2018,Hollands Kroon,Utrecht (gem),100
2018,Hollands Kroon,Velsen,400
2018,Hollands Kroon,Westland,300
2018,Hollands Kroon,Zaanstad,300
2018,Hoorn,'s-Gravenhage,100
2018,Hoorn,Aalsmeer,100
2018,Hoorn,Alkmaar,2500
2018,Hoorn,Almere,100
2018,Hoorn,Amstelveen,200
2018,Hoorn,Amsterdam,4800
2018,Hoorn,Bergen (NH.),100
2018,Hoorn,Beverwijk,100
2018,Hoorn,Breda,100
2018,Hoorn,Castricum,100
2018,Hoorn,Den Helder,400
2018,Hoorn,Diemen,200
2018,Hoorn,Dijk en Waard,900
2018,Hoorn,Drechterland,600
2018,Hoorn,Edam-Volendam,400
2018,Hoorn,Enkhuizen,400
2018,Hoorn,Haarlem,400
2018,Hoorn,Haarlemmermeer,1700
2018,Hoorn,Heiloo,100
2018,Hoorn,Hilversum,100
2018,Hoorn,Hollands Kroon,300
2018,Hoorn,Hoorn,12900
2018,Hoorn,Huizen,100
2018,Hoorn,Koggenland,600
2018,Hoorn,Lelystad,100
2018,Hoorn,Medemblik,2100
2018,Hoorn,Nieuwegein,100
2018,Hoorn,Oostzaan,100
2018,Hoorn,Opmeer,400
2018,Hoorn,Ouder-Amstel,100
2018,Hoorn,Purmerend,1599
2018,Hoorn,Rotterdam,100
2018,Hoorn,Schagen,200
2018,Hoorn,Stede Broec,300
2018,Hoorn,Tiel,100
2018,Hoorn,Utrecht (gem),200
2018,Hoorn,Velsen,200
2018,Hoorn,Zaanstad,800
2018,Koggenland,Alkmaar,1200
2018,Koggenland,Amsterdam,900
2018,Koggenland,Bergen (NH.),100
2018,Koggenland,Beverwijk,100
2018,Koggenland,Den Helder,100
2018,Koggenland,Dijk en Waard,1100
2018,Koggenland,Drechterland,100
2018,Koggenland,Edam-Volendam,100
2018,Koggenland,Enkhuizen,100
2018,Koggenland,Haarlem,100
2018,Koggenland,Haarlemmermeer,200
2018,Koggenland,Hollands Kroon,100
2018,Koggenland,Hoorn,1700
2018,Koggenland,Koggenland,2900
2018,Koggenland,Medemblik,400
2018,Koggenland,Opmeer,300
2018,Koggenland,Purmerend,600
2018,Koggenland,Schagen,200
2018,Koggenland,Stede Broec,100
2018,Koggenland,Velsen,200
2018,Koggenland,Zaanstad,300
2018,Medemblik,Alkmaar,900
2018,Medemblik,Amsterdam,1500
2018,Medemblik,Beverwijk,100
2018,Medemblik,Den Helder,500
2018,Medemblik,Diemen,100
2018,Medemblik,Dijk en Waard,700
2018,Medemblik,Drechterland,400
2018,Medemblik,Edam-Volendam,200
2018,Medemblik,Enkhuizen,700
2018,Medemblik,Haarlem,200
2018,Medemblik,Haarlemmermeer,300
2018,Medemblik,Hilversum,200
2018,Medemblik,Hollands Kroon,900
2018,Medemblik,Hoorn,3500
2018,Medemblik,Koggenland,400
2018,Medemblik,Medemblik,6700
2018,Medemblik,Opmeer,600
2018,Medemblik,Purmerend,500
2018,Medemblik,Schagen,200
2018,Medemblik,Stede Broec,400
2018,Medemblik,Utrecht (gem),100
2018,Medemblik,Velsen,100
2018,Medemblik,Westland,100
2018,Medemblik,Zaanstad,400
2018,Opmeer,Alkmaar,400
2018,Opmeer,Amsterdam,300
2018,Opmeer,Den Helder,100
2018,Opmeer,Dijk en Waard,500
2018,Opmeer,Haarlemmermeer,100
2018,Opmeer,Hollands Kroon,200
2018,Opmeer,Hoorn,800
2018,Opmeer,Koggenland,400
2018,Opmeer,Medemblik,500
2018,Opmeer,Opmeer,1400
2018,Opmeer,Purmerend,100
2018,Opmeer,Schagen,100
2018,Opmeer,Velsen,100
2018,Opmeer,Westland,100
2018,Opmeer,Zaanstad,100
2018,Schagen,'s-Gravenhage,100
2018,Schagen,Alkmaar,2700
2018,Schagen,Amsterdam,1200
2018,Schagen,Bergen (NH.),800
2018,Schagen,Beverwijk,200
2018,Schagen,Castricum,100
2018,Schagen,Den Helder,1100
2018,Schagen,Dijk en Waard,2100
2018,Schagen,Haarlem,200
2018,Schagen,Haarlemmermeer,300
2018,Schagen,Heemskerk,100
2018,Schagen,Heiloo,100
2018,Schagen,Hollands Kroon,900
2018,Schagen,Hoorn,500
2018,Schagen,Koggenland,100
2018,Schagen,Medemblik,200
2018,Schagen,Opmeer,100
2018,Schagen,Purmerend,200
2018,Schagen,Rotterdam,100
2018,Schagen,Schagen,8100
2018,Schagen,Texel,100
2018,Schagen,Utrecht (gem),100
2018,Schagen,Velsen,600
2018,Schagen,Zaanstad,400
2018,Stede Broec,Alkmaar,300
2018,Stede Broec,Amsterdam,800
2018,Stede Broec,Den Helder,200
2018,Stede Broec,Dijk en Waard,200
2018,Stede Broec,Drechterland,600
2018,Stede Broec,Edam-Volendam,100
2018,Stede Broec,Enkhuizen,1400
2018,Stede Broec,Haarlem,100
2018,Stede Broec,Haarlemmermeer,200
2018,Stede Broec,Hollands Kroon,100
2018,Stede Broec,Hoorn,1400
2018,Stede Broec,Koggenland,100
2018,Stede Broec,Lelystad,100
2018,Stede Broec,Medemblik,1400
2018,Stede Broec,Opmeer,100
2018,Stede Broec,Purmerend,200
2018,Stede Broec,Stede Broec,2300
2018,Stede Broec,Velsen,100
2018,Stede Broec,Zaanstad,100
2018,Texel,Alkmaar,100
2018,Texel,Amsterdam,100
2018,Texel,Den Helder,200
2018,Texel,Texel,4800
2018,Uitgeest,Alkmaar,400
2018,Uitgeest,Amstelveen,100
2018,Uitgeest,Amsterdam,1300
2018,Uitgeest,Beverwijk,500
2018,Uitgeest,Castricum,500
2018,Uitgeest,Den Helder,100
2018,Uitgeest,Diemen,100
2018,Uitgeest,Dijk en Waard,100
2018,Uitgeest,Haarlem,500
2018,Uitgeest,Haarlemmermeer,300
2018,Uitgeest,Heemskerk,400
2018,Uitgeest,Heemstede,100
2018,Uitgeest,Heiloo,100
2018,Uitgeest,Purmerend,100
2018,Uitgeest,Uitgeest,1000
2018,Uitgeest,Utrecht (gem),100
2018,Uitgeest,Velsen,600
2018,Uitgeest,Zaanstad,500
2019,Alkmaar,'s-Gravenhage,200
2019,Alkmaar,Aalsmeer,100
2019,Alkmaar,Alkmaar,19800
2019,Alkmaar,Almere,100
2019,Alkmaar,Amersfoort,100
2019,Alkmaar,Amstelveen,400
2019,Alkmaar,Amsterdam,6300
2019,Alkmaar,Bergen (NH.),1700
2019,Alkmaar,Beverwijk,800
2019,Alkmaar,Bloemendaal,100
2019,Alkmaar,Castricum,700
2019,Alkmaar,Den Helder,900
2019,Alkmaar,Deventer,100
2019,Alkmaar,Diemen,100
2019,Alkmaar,Dijk en Waard,3699
2019,Alkmaar,Edam-Volendam,200
2019,Alkmaar,Enkhuizen,100
2019,Alkmaar,Haarlem,2000
2019,Alkmaar,Haarlemmermeer,3000
2019,Alkmaar,Heemskerk,300
2019,Alkmaar,Heemstede,100
2019,Alkmaar,Heiloo,900
2019,Alkmaar,Helmond,100
2019,Alkmaar,Hilversum,100
2019,Alkmaar,Hollands Kroon,200
2019,Alkmaar,Hoorn,900
2019,Alkmaar,Koggenland,300
2019,Alkmaar,Leiden,100
2019,Alkmaar,Medemblik,200
2019,Alkmaar,Nieuwegein,100
2019,Alkmaar,Oostzaan,100
2019,Alkmaar,Opmeer,100
2019,Alkmaar,Ouder-Amstel,100
2019,Alkmaar,Purmerend,1300
2019,Alkmaar,Rijssen-Holten,100
2019,Alkmaar,Rotterdam,200
2019,Alkmaar,Schagen,1200
2019,Alkmaar,Stede Broec,100
2019,Alkmaar,Texel,100
2019,Alkmaar,Tilburg,100
2019,Alkmaar,Uitgeest,200
2019,Alkmaar,Uithoorn,100
2019,Alkmaar,Utrecht (gem),400
2019,Alkmaar,Veenendaal,100
2019,Alkmaar,Velsen,1500
2019,Alkmaar,Waterland,100
2019,Alkmaar,Wormerland,100
2019,Alkmaar,Zaanstad,1700
2019,Bergen (NH.),'s-Gravenhage,100
2019,Bergen (NH.),Alkmaar,2100
2019,Bergen (NH.),Amstelveen,100
2019,Bergen (NH.),Amsterdam,1200
2019,Bergen (NH.),Bergen (NH.),3300
2019,Bergen (NH.),Beverwijk,200
2019,Bergen (NH.),Castricum,400
2019,Bergen (NH.),Den Helder,200
2019,Bergen (NH.),Dijk en Waard,500
2019,Bergen (NH.),Drechterland,100
2019,Bergen (NH.),Haarlem,300
2019,Bergen (NH.),Haarlemmermeer,500
2019,Bergen (NH.),Heemskerk,100
2019,Bergen (NH.),Heiloo,300
2019,Bergen (NH.),Hoorn,200
2019,Bergen (NH.),Purmerend,100
2019,Bergen (NH.),Rotterdam,100
2019,Bergen (NH.),Schagen,300
2019,Bergen (NH.),Uitgeest,100
2019,Bergen (NH.),Utrecht (gem),100
2019,Bergen (NH.),Velsen,400
2019,Bergen (NH.),Zaanstad,300
2019,Castricum,'s-Gravenhage,100
2019,Castricum,Alkmaar,2000
2019,Castricum,Amstelveen,100
2019,Castricum,Amsterdam,2600
2019,Castricum,Bergen (NH.),200
2019,Castricum,Beverwijk,700
2019,Castricum,Bloemendaal,100
2019,Castricum,Castricum,3800
2019,Castricum,Den Helder,100
2019,Castricum,Dijk en Waard,300
2019,Castricum,Haarlem,700
2019,Castricum,Haarlemmermeer,900
2019,Castricum,Heemskerk,500
2019,Castricum,Heiloo,600
2019,Castricum,Hoorn,100
2019,Castricum,Leiden,100
2019,Castricum,Purmerend,100
2019,Castricum,Rotterdam,100
2019,Castricum,Schagen,100
2019,Castricum,Tilburg,100
2019,Castricum,Uitgeest,500
2019,Castricum,Uithoorn,100
2019,Castricum,Utrecht (gem),100
2019,Castricum,Velsen,1000
2019,Castricum,Wormerland,100
2019,Castricum,Zaanstad,800
2019,Castricum,Zandvoort,100
2019,Den Helder,'s-Gravenhage,100
2019,Den Helder,Alkmaar,1000
2019,Den Helder,Amsterdam,1000
2019,Den Helder,Arnhem,100
2019,Den Helder,Bergen (NH.),100
2019,Den Helder,Beverwijk,200
2019,Den Helder,Castricum,100
2019,Den Helder,Den Helder,15900
2019,Den Helder,Dijk en Waard,700
2019,Den Helder,Enkhuizen,100
2019,Den Helder,Haarlem,200
2019,Den Helder,Haarlemmermeer,300
2019,Den Helder,Hollands Kroon,900
2019,Den Helder,Hoorn,300
2019,Den Helder,Koggenland,100
2019,Den Helder,Medemblik,100
2019,Den Helder,Purmerend,200
2019,Den Helder,Rotterdam,100
2019,Den Helder,Schagen,1900
2019,Den Helder,Texel,600
2019,Den Helder,Utrecht (gem),100
2019,Den Helder,Velsen,300
2019,Den Helder,Zaanstad,500
2019,Drechterland,Alkmaar,300
2019,Drechterland,Amsterdam,800
2019,Drechterland,Den Helder,100
2019,Drechterland,Dijk en Waard,100
2019,Drechterland,Drechterland,1900
2019,Drechterland,Edam-Volendam,100
2019,Drechterland,Enkhuizen,600
2019,Drechterland,Haarlem,100
2019,Drechterland,Haarlemmermeer,100
2019,Drechterland,Hollands Kroon,100
2019,Drechterland,Hoorn,1800
2019,Drechterland,Koggenland,100
2019,Drechterland,Medemblik,1300
2019,Drechterland,Opmeer,100
2019,Drechterland,Purmerend,200
2019,Drechterland,Stede Broec,600
2019,Drechterland,Zaanstad,200
2019,Enkhuizen,Alkmaar,200
2019,Enkhuizen,Almere,100
2019,Enkhuizen,Amsterdam,600
2019,Enkhuizen,Den Helder,100
2019,Enkhuizen,Dijk en Waard,100
